OBJECTID,landcoversLandCoverId,landcoversDataSource,landcoversMeasuredAt,siteName,landcoversMeasurementLatitude,landcoversMeasurementLongitude,elevation,landcoversMeasurementElevation,landcoversMucCode,landcoversMucDetails,landcoversMucDescription,landcoversDownwardExtraData,landcoversDownwardPhotoUrl,landcoversDryGround,landcoversEastClassifications,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversFieldNotes,landcoversLeavesOnTrees,landcoversMuddy,landcoversNorthClassifications,landcoversNorthExtraData,landcoversNorthPhotoUrl,landcoversRainingSnowing,landcoversSnowIce,landcoversSouthClassifications,landcoversSouthExtraData,landcoversSouthPhotoUrl,landcoversStandingWater,landcoversUpwardExtraData,landcoversUpwardPhotoUrl,landcoversWestClassifications,landcoversWestExtraData,landcoversWestPhotoUrl
854,35000,GLOBE Observer App,6/24/20 19:54,18TVN952017,42.4681015,-75.05789948,392.1000061,390,M02,b,"Trees, Closely Spaced, Deciduous - Broad Leaved","(source: app, (compassData.horizon: -88.03115417978418))",https://data.globe.gov/system/photos/2020/06/24/1761081/original.jpg,FALSE,"90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -7.791798619753493))",https://data.globe.gov/system/photos/2020/06/24/1761077/original.jpg,(none),TRUE,FALSE,"90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 42 [Herbaceous/Grassland, Medium Grass]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 3.0261295594210367))",https://data.globe.gov/system/photos/2020/06/24/1761076/original.jpg,FALSE,FALSE,"90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 100% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: -7.027534604873509))",https://data.globe.gov/system/photos/2020/06/24/1761078/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.05355903893667))",https://data.globe.gov/system/photos/2020/06/24/1761080/original.jpg,"90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 80% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 7.983430934227016))",https://data.globe.gov/system/photos/2020/06/24/1761079/original.jpg
855,35005,GLOBE Observer App,7/8/20 0:37,18TVN943020,42.47109985,-75.06880188,443.7000122,438.6000061,M12,b,"Trees, Loosely Spaced, Deciduous - Broad Leaved","(source: app, (compassData.horizon: -87.64405004923282))",https://data.globe.gov/system/photos/2020/07/08/1761111/original.jpg,FALSE,"90% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 41 [Herbaceous/Grassland, Tall Grass]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 0.9966657085410162))",https://data.globe.gov/system/photos/2020/07/08/1761107/original.jpg,(none),TRUE,FALSE,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 9.139457701803266))",https://data.globe.gov/system/photos/2020/07/08/1761106/original.jpg,FALSE,FALSE,"90% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 90% MUC 41 [Herbaceous/Grassland, Tall Grass]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 8.39421394440653))",https://data.globe.gov/system/photos/2020/07/08/1761108/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.68750826883125))",https://data.globe.gov/system/photos/2020/07/08/1761110/original.jpg,"70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 41 [Herbaceous/Grassland, Tall Grass]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 11.989324339366306))",https://data.globe.gov/system/photos/2020/07/08/1761109/original.jpg
856,35048,GLOBE Observer App,7/14/20 23:59,18TVN947011,42.46289825,-75.06410217,378.7999878,388,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -89.35478399950904))",https://data.globe.gov/system/photos/2020/07/14/1761713/original.jpg,FALSE,"60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]; 40% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: -0.6363798545568073))",https://data.globe.gov/system/photos/2020/07/14/1761709/original.jpg,(none),TRUE,FALSE,"60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 93 [Urban, Roads and Parking]; 40% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 12.716433337711365))",https://data.globe.gov/system/photos/2020/07/14/1761708/original.jpg,FALSE,FALSE,"70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -4.138028816656359))",https://data.globe.gov/system/photos/2020/07/14/1761710/original.jpg,FALSE,"(source: app, (compassData.horizon: 78.20370706789484))",https://data.globe.gov/system/photos/2020/07/14/1761712/original.jpg,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 93 [Urban, Roads and Parking]; 50% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 15.728588019463672))",rejected
857,35032,GLOBE Observer App,7/8/20 0:39,18TVN947017,42.46770096,-75.06420135,427.2999878,426.5,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -88.48726954511739))",https://data.globe.gov/system/photos/2020/07/08/1761605/original.jpg,FALSE,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 70% MUC 93 [Urban, Roads and Parking]; 80% MUC 92 [Urban, Commercial Property]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 15.035079765452451))",https://data.globe.gov/system/photos/2020/07/08/1761601/original.jpg,(none),TRUE,FALSE,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 92 [Urban, Commercial Property]; 60% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 2.588408333941743))",https://data.globe.gov/system/photos/2020/07/08/1761600/original.jpg,FALSE,FALSE,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 92 [Urban, Commercial Property]; 60% MUC 93 [Urban, Roads and Parking]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 0.3519746092658096))",https://data.globe.gov/system/photos/2020/07/08/1761602/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.41899880205497))",https://data.globe.gov/system/photos/2020/07/08/1761604/original.jpg,"60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 10.782712582513568))",https://data.globe.gov/system/photos/2020/07/08/1761603/original.jpg
858,35033,GLOBE Observer App,7/8/20 0:42,18TVN942012,42.46340179,-75.06939697,385.8999939,393.5,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -89.86927781957925))",https://data.globe.gov/system/photos/2020/07/08/1761612/original.jpg,FALSE,"50% MUC 91 [Urban, Residential Property]; 60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 17.338694919467585))",https://data.globe.gov/system/photos/2020/07/08/1761607/original.jpg,(none),TRUE,FALSE,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 4.190708539540822))",https://data.globe.gov/system/photos/2020/07/08/1761606/original.jpg,FALSE,FALSE,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 93 [Urban, Roads and Parking]; 70% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 9.73841354461058))",https://data.globe.gov/system/photos/2020/07/08/1761608/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.98947050036836))",https://data.globe.gov/system/photos/2020/07/08/1761610/original.jpg,"100% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 100% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 0.2600531310696965))",https://data.globe.gov/system/photos/2020/07/08/1761609/original.jpg
859,35034,GLOBE Observer App,7/8/20 0:47,18TVN938010,42.4620018,-75.07420349,460.2000122,445.1000061,M43,,"Herbaceous/Grassland, Short Grass","(source: app, (compassData.horizon: -89.63023035036674))",https://data.globe.gov/system/photos/2020/07/08/1761622/original.jpg,FALSE,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 3.6492615398506274))",https://data.globe.gov/system/photos/2020/07/08/1761615/original.jpg,(none),FALSE,FALSE,"60% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 3.0861603118074896))",https://data.globe.gov/system/photos/2020/07/08/1761614/original.jpg,FALSE,FALSE,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 6.013552611116268))",https://data.globe.gov/system/photos/2020/07/08/1761617/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.52400100386775))",https://data.globe.gov/system/photos/2020/07/08/1761621/original.jpg,"70% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/08/1761619/original.jpg
860,35035,GLOBE Observer App,7/8/20 0:49,18TVN939015,42.46630096,-75.07299805,459.1000061,450.5,M43,,"Herbaceous/Grassland, Short Grass","(source: app, (compassData.horizon: -89.94551126980956))",https://data.globe.gov/system/photos/2020/07/08/1761630/original.jpg,FALSE,"70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 1.6034821556792735))",https://data.globe.gov/system/photos/2020/07/08/1761625/original.jpg,(none),TRUE,FALSE,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 5.614197558068071))",https://data.globe.gov/system/photos/2020/07/08/1761623/original.jpg,FALSE,FALSE,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 5.075549262788513))",https://data.globe.gov/system/photos/2020/07/08/1761627/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.68997884876033))",https://data.globe.gov/system/photos/2020/07/08/1761629/original.jpg,"90% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 12.831558273786797))",https://data.globe.gov/system/photos/2020/07/08/1761628/original.jpg
861,35036,GLOBE Observer App,7/8/20 0:55,18TVN938005,42.4571991,-75.07489777,469.8999939,457.5,M43,,"Herbaceous/Grassland, Short Grass","(source: app, (compassData.horizon: -89.95534857231986))",https://data.globe.gov/system/photos/2020/07/08/1761636/original.jpg,FALSE,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 92 [Urban, Commercial Property]; 60% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 5.012065809089606))",https://data.globe.gov/system/photos/2020/07/08/1761632/original.jpg,(none),TRUE,FALSE,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 100% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: -10.417122257320244))",https://data.globe.gov/system/photos/2020/07/08/1761631/original.jpg,FALSE,FALSE,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 80% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 5.062555562706834))",https://data.globe.gov/system/photos/2020/07/08/1761633/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.80178675568372))",https://data.globe.gov/system/photos/2020/07/08/1761635/original.jpg,"100% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 100% MUC 41 [Herbaceous/Grassland, Tall Grass]","(source: app, (compassData.horizon: 9.106038543234263))",https://data.globe.gov/system/photos/2020/07/08/1761634/original.jpg
862,35037,GLOBE Observer App,7/8/20 1:03,18TVN942007,42.45869827,-75.07019806,396.7000122,390.1000061,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -89.91611147748868))",https://data.globe.gov/system/photos/2020/07/08/1761642/original.jpg,FALSE,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 60% MUC 93 [Urban, Roads and Parking]; 40% MUC 92 [Urban, Commercial Property]","(source: app, (compassData.horizon: 0.7682562883054089))",https://data.globe.gov/system/photos/2020/07/08/1761638/original.jpg,(none),TRUE,FALSE,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]; 70% MUC 92 [Urban, Commercial Property]","(source: app, (compassData.horizon: 8.923494869254071))",https://data.globe.gov/system/photos/2020/07/08/1761637/original.jpg,FALSE,FALSE,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 100% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 4.019057826381385))",https://data.globe.gov/system/photos/2020/07/08/1761639/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.17057839988202))",https://data.globe.gov/system/photos/2020/07/08/1761641/original.jpg,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 100% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 92 [Urban, Commercial Property]","(source: app, (compassData.horizon: 14.593146079610605))",https://data.globe.gov/system/photos/2020/07/08/1761640/original.jpg
863,35195,GLOBE Observer App,7/8/20 1:07,18TVN942002,42.45449829,-75.06970215,343.5,344.2999878,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -86.31481440929645))",https://data.globe.gov/system/photos/2020/07/08/1775931/original.jpg,FALSE,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/08/1775921/original.jpg,(none),TRUE,FALSE,"100% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]",(source: camera),https://data.globe.gov/system/photos/2020/07/08/1775920/original.jpg,FALSE,FALSE,"80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 1.9401277821110767))",https://data.globe.gov/system/photos/2020/07/08/1775922/original.jpg,FALSE,"(source: app, (compassData.horizon: 88.18525243123585))",https://data.globe.gov/system/photos/2020/07/08/1775930/original.jpg,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: -11.087641850430416))",https://data.globe.gov/system/photos/2020/07/08/1775923/original.jpg
864,35042,GLOBE Observer App,7/8/20 19:32,18TVN949010,42.46179962,-75.061203,349.3999939,349.7000122,M93,,"Urban, Roads and Parking",(source: camera),https://data.globe.gov/system/photos/2020/07/08/1761677/original.jpg,FALSE,"30% MUC 43 [Herbaceous/Grassland, Short Grass]; 80% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: -13.340157487404582))",https://data.globe.gov/system/photos/2020/07/08/1761673/original.jpg,(none),TRUE,FALSE,"70% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -18.276811977465755))",https://data.globe.gov/system/photos/2020/07/08/1761672/original.jpg,FALSE,FALSE,"70% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: -26.64777729040945))",https://data.globe.gov/system/photos/2020/07/08/1761674/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.3698876846109))",https://data.globe.gov/system/photos/2020/07/08/1761676/original.jpg,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -10.007524590874596))",https://data.globe.gov/system/photos/2020/07/08/1761675/original.jpg
865,35044,GLOBE Observer App,7/14/20 23:43,18TVN957012,42.46340179,-75.05169678,389.1000061,396.7999878,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -89.3069679302499))",https://data.globe.gov/system/photos/2020/07/14/1761689/original.jpg,FALSE,"40% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]; 90% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]","(source: app, (compassData.horizon: 3.63151619708961))",https://data.globe.gov/system/photos/2020/07/14/1761685/original.jpg,(none),TRUE,FALSE,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 90% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 10% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 5.976082339270519))",https://data.globe.gov/system/photos/2020/07/14/1761684/original.jpg,FALSE,FALSE,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 41 [Herbaceous/Grassland, Tall Grass]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 5.0522270935511955))",https://data.globe.gov/system/photos/2020/07/14/1761686/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.25260918559842))",https://data.globe.gov/system/photos/2020/07/14/1761688/original.jpg,"30% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 70% MUC 41 [Herbaceous/Grassland, Tall Grass]; 30% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 5.953948062221443))",https://data.globe.gov/system/photos/2020/07/14/1761687/original.jpg
